Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0,0,0.03
Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.22
Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.31,0,0.13,0.64
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18
Amnesia Crowd,PSP,2013,Misc,Idea Factory,0,0,0.05,0,0.05
Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03,0.34
Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.33
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.17,0,0.06,0.33
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0,0.03,0.3
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.21
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.01,0.16
Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0,0.03,0.12
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0,0.01,0.11
Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,0.02,0,0.02
ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.02,0.12
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0,0.12,0,0.12
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.25
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.9
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.75
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,0.55,0,0.19,2.21
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0,0.1,0.7
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.18,0.09,0,0.03,0.3
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22
Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0,0,0.06,0,0.06
Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.41,0,0.41
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.38
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0,0.17,1.93
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0,0.03,0.32
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.04,0.33
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0,0.13,0.53
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.16,1.99
Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0,0.16,1.4
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02
Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.03
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.8
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.28,0.3,0,0.08,0.66
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.13,0,0.14,0.02,0.29
Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03
Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0,0.01
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.09,3.73,0.38,1.38,9.58
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0,0.22,2.86
Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0,0.09,0.73
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36
Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,FuRyu,0,0,0.09,0,0.09
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05
Clash of Elementalists,3DS,2013,Action,N/A,0,0.03,0,0,0.03
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.05,0.36
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.13,0,0.04,0.02,0.19
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.13
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01
Cooking Mama 5: Bon Appetit!,3DS,2013,Simulation,Office Create,0,0,0.03,0,0.03
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.12
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.93
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
Crysis 3,PC,2013,Shooter,Electronic Arts,0.17,0.39,0,0.09,0.65
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,0.03,0,0.03
Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0,0,0.18,0,0.18
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0,0.03
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.42
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0,0.04
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62
Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,0,0.05,0.03,0.02,0.1
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0,0.17,0.99
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0,0.08,1
Deadpool,PS3,2013,Action,Activision,0.23,0.17,0,0.08,0.48
Deadpool,X360,2013,Action,Activision,0.26,0.16,0,0.04,0.46
Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.15,0,0.04,0.57
Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.11,0,0.05,0.35
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.2
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.19
Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.06,0.05,0,0.01,0.12
Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.04
Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0,0.12,1.45
Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1
Digimon World Re:Digitize Decode,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.09,0,0.09
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,0.2
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0,0.14,1.73
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.44
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.48,0.35,0,0.16,0.99
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0,0.05,0.6
Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.16,0.1,0,0.02,0.28
Disney Infinity,PSV,2013,Action,Disney Interactive Studios,0.05,0,0,0.02,0.07
Disney Magical World,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,0.13,0.1,0,0.02,0.25
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.15,0.04,0,0.02,0.21
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.08,0.07,0,0.02,0.17
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.08
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.83
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.13,0.01,0.04,0.44
DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04
Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0.01,0.04,0,0.01,0.06
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0,0,0.07,0,0.07
Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29
Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0,0,0.4,0,0.4
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.54
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,0.38
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.31
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.05,0,0,0,0.05
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0,0.01,0.06
DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0,0,0,0.03
DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.01
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,0.08,0,0.08
Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.62
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.03,0.11,0.01,0.17
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.14
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.03,0.27,0.02,0.36
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.16
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26
Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,0.03,0,0.03
Exstetra,3DS,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.64
F1 2013,X360,2013,Racing,Codemasters,0.01,0.28,0,0.03,0.32
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.21
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.03,0.38
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.1,0.02,0.04,0.16
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.04,0,0,0.04
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.03,0,0,0.03
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0,0.12
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.32
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.12,1.19
FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.06,0.43
FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.38,0,0.05,0.43
FIFA 14,3DS,2013,Sports,Electronic Arts,0,0.23,0,0.03,0.26
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.16,0,0.07,0.23
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.2
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.21,0.31,0.28,0.16,0.96
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12
Fireman Sam: Action Stations,DS,2013,Action,Avanquest Software,0,0.01,0,0,0.01
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02
Football Manager 2014,PC,2013,Sports,Sega,0,0.6,0,0.1,0.7
Football Manager 2014,PSV,2013,Sports,Sega,0,0.1,0,0.04,0.14
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.17
Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.28,0.35,0,0.06,0.69
Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0,0.05,0.58
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,0.12
Gaist Crusher,3DS,2013,Action,Capcom,0,0,0.05,0,0.05
Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0,0,0.06,0,0.06
Geten no Hana,PSP,2013,Misc,Tecmo Koei,0,0,0.02,0,0.02
Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0,0.06
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45
God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01,0.07
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.65
Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.39
Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
GRID 2,PS3,2013,Racing,Codemasters,0.07,0.23,0.01,0.09,0.4
GRID 2,X360,2013,Racing,Codemasters,0.08,0.17,0,0.03,0.28
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.07
Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Adventure,Prototype,0,0,0.01,0,0.01
Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26
Gundam Breaker,PSV,2013,Action,Namco Bandai Games,0,0,0.09,0,0.09
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,0.02,0,0.02
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.01,0.28
Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0,0,0.22,0,0.22
Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.1,0,0.04,0.21
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.09,0,0.02,0.18
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.43
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,0,0,0.15,0,0.15
Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.09,0,0.07,0.02,0.18
Inazuma Eleven 3,3DS,2013,Role-Playing,Nintendo,0,0.08,0,0.01,0.09
Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0,0,0.26,0,0.26
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0,0.11,1.42
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0,0.12,0.87
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.02,0.2
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.02,0.14
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0,0.05,0,0.02,0.07
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.03
Isshoni Gohan. Portable,PSP,2013,Adventure,Boost On,0,0,0.01,0,0.01
J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,0.04
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58
Just Dance 2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.77
Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.19,0,0.07,0.98
Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.33,0.23,0,0.05,0.61
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0,0.04,0.45
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0,0.07,0.39
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.18,0.16,0,0.05,0.39
Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0,0,0.19,0,0.19
Kamen Rider: Travelers Senki,3DS,2013,Action,Seventh Chord,0,0,0.08,0,0.08
Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0,0,0.03,0,0.03
Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.03,0.03,0,0.01,0.07
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.23
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.57
Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.76
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0,0,0.08,0,0.08
Kuma-Tomo,3DS,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19
Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0,0,0.03,0,0.03
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01,0.13
LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.45
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.4,0.13,0.08,1.08
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.04,0.15
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,N/A,0,0.03,0,0,0.03
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0,0.21,2.3
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0,0.09,1.04
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0,0.16,0.66
LEGO Marvel Super Heroes,DS,2013,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0,0.04,0.49
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.02,0.18
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.28
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0,0,0.1,0,0.1
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.13
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.03,0,0.01,0.04
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.57
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,2.17
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0,0.15,1.77
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0,0.07,0.82
Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.05,0.77
Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0,0,0.03,0.47
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.05
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.86
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0,0,0.08,0,0.08
Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,0.03,0,0.03
